nombre,inicia,termina,tipo_via,vel_max,latitud,longitud,geo_shape
Camino Real a Mixcoac,Calzada de las Aguilas,Calzada Desierto de los Leones,Arteria principal,50,19.33402753,-99.27220093,"{""type"": ""LineString"", ""coordinates"": [[-99.26399857952072, 19.339536271481148], [-99.26446239341917, 19.339271425936186], [-99.26465512981812, 19.33917505733672], [-99.26557955042823, 19.338750323550702], [-99.26635466015131, 19.338438020119124], [-99.26659855450953, 19.338283354772024], [-99.2680440772856, 19.337266135401602], [-99.26988815910434, 19.335862253380718], [-99.2701380026572, 19.33569569050259], [-99.27037594932715, 19.335576718059116], [-99.2707626112983, 19.33543989908177], [-99.27161921720086, 19.335130569314472], [-99.27171439609286, 19.335065134056958], [-99.27214864718168, 19.33471416350182], [-99.27282679382482, 19.334268014301497], [-99.27304094505912, 19.334160938149562], [-99.27329673765689, 19.334083606073797], [-99.27346924841014, 19.333988427961827], [-99.27398083267, 19.333512534974055], [-99.27415929217817, 19.33332812675871], [-99.2744031863074, 19.333125873394216], [-99.27481364364472, 19.332834388588655], [-99.27487907883614, 19.332703518738647], [-99.27514081959237, 19.33200157726661], [-99.27521220327385, 19.331882604928058], [-99.2753192794163, 19.331835015636287], [-99.27556912246432, 19.331751733821292], [-99.27576542840443, 19.331626812959634], [-99.27637219025961, 19.330918922470875], [-99.27671721241562, 19.33050846553619], [-99.27688377477782, 19.33026457127722], [-99.27713956681065, 19.329610218996955], [-99.27722284766418, 19.32936632445696], [-99.27731207817172, 19.32924140293196], [-99.27746674272608, 19.32917596729905], [-99.27765709967468, 19.329080789729606], [-99.2778534048843, 19.328842842810328], [-99.27863267822799, 19.32798623731309], [-99.27890631623195, 19.32775423961792], [-99.27928445233839, 19.327311056507362]]}"
Barranca del Muerto,Circuito Interior Rio Mixcoac,Av. de los Leones,Arteria principal,50,19.36307319,-99.18639433,"{""type"": ""LineString"", ""coordinates"": [[-99.1777480343716, 19.36504850288385], [-99.17777963956277, 19.36504177810229], [-99.1777939661222, 19.365036999651547], [-99.17781843402938, 19.3650237099139], [-99.17785399805318, 19.3649998826953], [-99.17790635950367, 19.364958894408822], [-99.17794766307662, 19.364928598995412], [-99.17834813678029, 19.364625100858614], [-99.1785922062266, 19.36436461468837], [-99.17878094795621, 19.364188907148222], [-99.17894990961024, 19.363990095131967], [-99.17941167633116, 19.363417620698517], [-99.17949938547568, 19.3633331223146], [-99.1795172897869, 19.363241832515573], [-99.1795455001373, 19.363184821851558], [-99.17960976027769, 19.363134305070133], [-99.17970189008128, 19.36306965535407], [-99.17982448375922, 19.36300433385941], [-99.18007285752259, 19.362935854112283], [-99.1801604631431, 19.362915423598974], [-99.18043264204249, 19.362892352993253], [-99.18098609865366, 19.362884896498297], [-99.18109870738547, 19.362870877040205], [-99.18122996294645, 19.36284301189482], [-99.18155128374943, 19.362750408373348], [-99.18173389495824, 19.36269157597522], [-99.18221673521248, 19.362552453203666], [-99.18267519976145, 19.36237948906658], [-99.18268055742197, 19.3623774674713], [-99.18278088782492, 19.362350441072756], [-99.18287404416161, 19.36229506189428], [-99.18310862943021, 19.362150460802454], [-99.18337779448227, 19.361987411102042], [-99.18361873409957, 19.361861790308588], [-99.18369572311352, 19.36181537845251], [-99.18380649291173, 19.361773968951205], [-99.18387221321626, 19.361764600512803], [-99.1839340721389, 19.361759269295366], [-99.18402518780063, 19.36175534813221], [-99.18446764500379, 19.36177315214907], [-99.1846403650643, 19.361795099480133], [-99.18475213455406, 19.361805387130385], [-99.18492485458424, 19.36180866495121], [-99.18505191184855, 19.361786296899744], [-99.18524190743994, 19.361754116214563], [-99.18544480377963, 19.36171987253547], [-99.1855452744231, 19.36172499645186], [-99.18564135977152, 19.361754116084743], [-99.18593936440041, 19.361843845145486], [-99.18627541202322, 19.36196348348415], [-99.18640222215177, 19.361999374552212], [-99.18669388650196, 19.362148923080444], [-99.18746108984881, 19.36258560210506], [-99.18779713669358, 19.362842823130702], [-99.18796199045019, 19.36295049682319], [-99.18810148177712, 19.363004334315402], [-99.18844387008775, 19.36301031632393], [-99.18916458228429, 19.363021023755312], [-99.18924911620523, 19.36302227975694], [-99.18936324518587, 19.36302826126833], [-99.1900797245301, 19.363189772018767], [-99.19094203553136, 19.36345895637885], [-99.19116435878074, 19.363516361113216], [-99.19154438498943, 19.363614484430585], [-99.19246376038704, 19.36381786787687], [-99.19355432988006, 19.36394348686598], [-99.19406791186238, 19.36395545048488], [-99.19471464475922, 19.363931523317685], [-99.19577985228689, 19.363752067228038]]}"
Av. Loma de la Palma,Prolongacion Bosques de la Reforma,Carretera al Olivo,Arteria principal,50,19.38353432,-99.27266795,"{""type"": ""LineString"", ""coordinates"": [[-99.27860301086895, 19.382840128850365], [-99.27831973553576, 19.383123066113043], [-99.27788649275506, 19.383280254065948], [-99.27708665912829, 19.383201660019058], [-99.27547032791557, 19.38315450397429], [-99.27495376893648, 19.383217379323725], [-99.27427057743655, 19.38354747233839], [-99.27368736518378, 19.383720377939163], [-99.27273756303471, 19.38362606583874], [-99.27178775993603, 19.383610346448304], [-99.2710379158306, 19.38376753362121], [-99.26980483878874, 19.384333405414512], [-99.26940492199435, 19.384349123734935], [-99.26864707854062, 19.383903650820653], [-99.26760190463439, 19.3830964684915], [-99.26694539074128, 19.38282622931775]]}"
Av. Carlos Echanove,Carretera al Olivo,Las Palmas,Arteria principal,50,19.36933845,-99.27892734,"{""type"": ""LineString"", ""coordinates"": [[-99.28042248559561, 19.365926651501148], [-99.28027376978858, 19.366239550967325], [-99.27968485299246, 19.367188955727066], [-99.27955636154921, 19.3673995382303], [-99.27952780851562, 19.367520890754246], [-99.2795028236334, 19.367699350437793], [-99.27888892325427, 19.3692483791968], [-99.27885679998256, 19.369384008676747], [-99.27886750808466, 19.369576744816364], [-99.27892104616843, 19.369801604160603], [-99.27893889199308, 19.37001932454059], [-99.27891747641983, 19.3702013537675], [-99.27883895439912, 19.370404797456672], [-99.27876043267038, 19.370593964985453], [-99.27862480253536, 19.370797408369373], [-99.27841778965161, 19.371015129435907], [-99.27789311820779, 19.37163259976327], [-99.2776325674021, 19.371935980689766], [-99.27754690665247, 19.372085886361386], [-99.2774755228407, 19.37224650013734], [-99.27744340052077, 19.37243209802767], [-99.2774326928468, 19.372685511220478]]}"
Las Palmas,Av. Carlos Echanove,Av. Jose Maria Castorena,Arteria principal,50,19.36548907,-99.28221126,"{""type"": ""LineString"", ""coordinates"": [[-99.28402142031868, 19.3648529204506], [-99.28363773254475, 19.36491538122369], [-99.28323619817648, 19.365007585208794], [-99.28288820231815, 19.365147378380943], [-99.28254912927544, 19.365305017342525], [-99.28215354327808, 19.365537014924566], [-99.28195723780905, 19.36565003964732], [-99.28176985570198, 19.365718448857766], [-99.28162411387046, 19.36578091022411], [-99.28152001234926, 19.365902857080037], [-99.28145755117474, 19.366018856261498], [-99.28129991219762, 19.366024805114662], [-99.28042248559561, 19.365926651501148]]}"
Paseo de la Reforma,Glorieta Cuitlahuac,Glorieta Cuitlahuac,Arteria principal,50,19.44797431,-99.13439491,"{""type"": ""LineString"", ""coordinates"": [[-99.13430116686631, 19.44876101461722], [-99.13417921931148, 19.44865096459295], [-99.13409296377547, 19.4485141460541], [-99.13404239991624, 19.448359480599006], [-99.13403050287084, 19.448207789632253], [-99.13405132318432, 19.44807097145021], [-99.13410188650573, 19.447928203763862], [-99.13420301336092, 19.447776512359773], [-99.13437255039092, 19.44765754012152], [-99.13454506123833, 19.447589130601745], [-99.13475921293318, 19.44758615565022], [-99.13497038970938, 19.447651590838177], [-99.13518895526151, 19.44776244769123]]}"
Bosque de la Reforma,Paseo de la Reforma,Paseo de los Ahuehuetes,Arteria principal,50,19.40311866,-99.24359059,"{""type"": ""LineString"", ""coordinates"": [[-99.22937855666133, 19.404882585382605], [-99.22965595896565, 19.40507127133143], [-99.23023924128715, 19.405451757137346], [-99.23052798866047, 19.40564211098869], [-99.23063156276025, 19.405691064387515], [-99.23074194697861, 19.405721830694482], [-99.23081004865858, 19.405728509488068], [-99.23087253255535, 19.405728927170752], [-99.23093377615082, 19.405722442868928], [-99.23098103801624, 19.405711362811605], [-99.23136128230662, 19.405590342400448], [-99.23146846185486, 19.405564725461026], [-99.23157764535821, 19.405567405082923], [-99.23174996589205, 19.405606012073815], [-99.23191684791655, 19.405710383425014], [-99.23200537141858, 19.40581608192289], [-99.23205207489343, 19.40594521399022], [-99.2321328874743, 19.406185765838956], [-99.232223550358, 19.40646578689586], [-99.23229864697169, 19.40663800463721], [-99.23232131620598, 19.40667955413392], [-99.23234161903804, 19.406703296085745], [-99.23236164651045, 19.40672562135004], [-99.23242844856009, 19.406781235066827], [-99.23248445645444, 19.40680865467086], [-99.23270354732941, 19.40688582600784], [-99.2329067252891, 19.406961985421532], [-99.23289922374614, 19.4071258968861], [-99.2329373563867, 19.407246450701656], [-99.23296811293193, 19.407346031331425], [-99.23301779998198, 19.407408449201725], [-99.2331003123488, 19.407458720495377], [-99.23317715563249, 19.4074781703363], [-99.2330891050082, 19.407892740408226], [-99.23302366794482, 19.408181398301174], [-99.23322695203441, 19.408609368227495], [-99.2334285461263, 19.409004317146394], [-99.23351513579323, 19.40927665560758], [-99.23355426034003, 19.40955024161762], [-99.23355626976354, 19.409570723709756], [-99.23356435391646, 19.409713205934164], [-99.23357320068882, 19.40984211959211], [-99.23360433290169, 19.410092088025976], [-99.23362798547089, 19.4101626771886], [-99.23364474042607, 19.4102187126357], [-99.23371423744112, 19.410363976145256], [-99.23379874186232, 19.410465998894413], [-99.23387515578604, 19.410541837626393], [-99.23399591960845, 19.410635494842612], [-99.23412714121638, 19.410713478802855], [-99.23431283400788, 19.410790767055605], [-99.23455090677294, 19.410814465465513], [-99.23473084111725, 19.410800757704607], [-99.23491959865792, 19.41076945734735], [-99.2350811447164, 19.410705573957724], [-99.23549239902974, 19.41054252777696], [-99.23573431078471, 19.41042991757543], [-99.23670466605793, 19.41001167869533], [-99.237859205743, 19.409535275007226], [-99.23823443098422, 19.40934471351451], [-99.23860965644508, 19.409140539387796], [-99.23889829182906, 19.409004423795665], [-99.23930238052748, 19.408732191650145], [-99.23985078722153, 19.4083102310846], [-99.24088987373658, 19.40728935320309], [-99.24266497834962, 19.40542453302906], [-99.24376179129601, 19.404253906141406], [-99.24560905623406, 19.402348215199073], [-99.24660484675253, 19.40131368713945], [-99.24778825060332, 19.400034131965842], [-99.24897165328737, 19.398849853085025], [-99.24954892419196, 19.39825090384827], [-99.24969324154611, 19.398114778576012], [-99.25022721589792, 19.397706403136223], [-99.25055914602639, 19.39755666455157], [-99.25154050551012, 19.397243575721117], [-99.25243527357387, 19.396998549157658], [-99.25298368025935, 19.396876035574735], [-99.25344549649378, 19.396753521780415], [-99.25390731265698, 19.396603783079392], [-99.25484537659538, 19.396399593047132], [-99.25509071579451, 19.396331529450183], [-99.25543707834862, 19.396209016223438], [-99.25561025867384, 19.396113727434], [-99.25588446235872, 19.395936762484496], [-99.25638957308718, 19.39556921908896], [-99.25654832259326, 19.395473929878325], [-99.25682252628333, 19.39517444947079], [-99.25728434236403, 19.394698002015378], [-99.25835229156395, 19.39358174955785], [-99.25913069804353, 19.392776016108346]]}"
Av. Parque España,Av. Oaxaca,Av. Nuevo Leon,Arteria principal,50,19.41523529,-99.17134628,"{""type"": ""LineString"", ""coordinates"": [[-99.16944808723721, 19.416538141056307], [-99.17036166222107, 19.416337136019106], [-99.17084194595498, 19.416220781404125], [-99.17118934758003, 19.416125603054844], [-99.17140349906101, 19.416020907078497], [-99.17162240999852, 19.4158781396728], [-99.17175565969607, 19.4157544077302], [-99.17183656111536, 19.415644952547833], [-99.17203643580613, 19.415288032598745], [-99.17208878352285, 19.41512147087589], [-99.17211733713445, 19.414945391060456], [-99.17215540902625, 19.414640819699454], [-99.17209354320309, 19.414345766152614], [-99.17201264156252, 19.414136373868175], [-99.17174741735228, 19.4135292703173], [-99.17168427515446, 19.413251214144452], [-99.17165346560247, 19.41299324611513]]}"
Av. Oaxaca,Glorieta de Cibeles,Glorieta de Cibeles,Arteria principal,50,19.41983188,-99.16608995,"{""type"": ""LineString"", ""coordinates"": [[-99.16658887060343, 19.419709913956428], [-99.16647594674846, 19.419638380174515], [-99.16633615302132, 19.4195967390174], [-99.16618148860024, 19.419608636236163], [-99.16601492666317, 19.419682994257073], [-99.16592569608595, 19.41976330120488], [-99.16587215819854, 19.419870377266683], [-99.16586026096104, 19.41997447818752], [-99.16586323528516, 19.420090477515583], [-99.165892979274, 19.420182681735128], [-99.16595543948075, 19.420265962508253], [-99.16600374909561, 19.420320347862646]]}"
Ferrocarril de Cuernavaca,Anillo Periferico Boulevard Manuel Avila Camacho,Boulevard Miguel de Cervantes Saavedra,Arteria principal,50,19.43640578,-99.20683188,"{""type"": ""LineString"", ""coordinates"": [[-99.20855553041575, 19.432496314447032], [-99.20807361690967, 19.433734742347205], [-99.20740836230226, 19.43507086826592], [-99.20628493276821, 19.437724244293857], [-99.20591443876728, 19.43855953679786], [-99.20578032243652, 19.4388619058033], [-99.20492585967014, 19.44022184905853]]}"
Av. Constituyentes,Circuito Interior Jose Vasconcelos,Av. Parque Lira,Arteria principal,50,19.41489341,-99.18539229,"{""type"": ""LineString"", ""coordinates"": [[-99.17901755541615, 19.416898434889525], [-99.17946730442138, 19.416895676672986], [-99.18088217234158, 19.41652878293241], [-99.1819570380866, 19.416345448219875], [-99.18291755554019, 19.416145936326973], [-99.18408961562768, 19.415682205657426], [-99.1856904783943, 19.41506749002674], [-99.18794312048476, 19.413881190328066], [-99.18850342230064, 19.41360618319957], [-99.18990989482957, 19.41285665187889], [-99.19151354093158, 19.412117897588665]]}"
Mazatlan,Circuito Interior Diagonal Patriotismo,Veracruz,Arteria principal,50,19.41362955,-99.17742083,"{""type"": ""LineString"", ""coordinates"": [[-99.17993461708001, 19.4092162138211], [-99.17944539822827, 19.410055393039013], [-99.17814179035652, 19.41229147840261], [-99.1763316021776, 19.415586901470522], [-99.1760634743798, 19.416075010878195], [-99.17493671496472, 19.418059845456803]]}"
Av. Sonora,Eje 1 Sur Av. Chapultepec,Av. de los Insurgentes Sur,Arteria principal,50,19.41657063,-99.17046569,"{""type"": ""LineString"", ""coordinates"": [[-99.16631429709489, 19.412776650328723], [-99.16652695228204, 19.4127443019113], [-99.16795703756594, 19.41317490455613], [-99.16879223438785, 19.414217197014235], [-99.16965438334769, 19.415398936607506], [-99.17002243976033, 19.41588716406874], [-99.17036166222107, 19.416337136019106], [-99.17125223168682, 19.41751845867207], [-99.17218627020245, 19.418709812945742], [-99.17376395806724, 19.420722082290993], [-99.17410146186688, 19.421194682288952]]}"
Boulevard Miguel de Cervantes Saavedra,Anillo Periferico Boulevard Manuel Avila Camacho,Av. Rio San Joaquin,Arteria principal,50,19.44090199,-99.20337959,"{""type"": ""LineString"", ""coordinates"": [[-99.21593522003161, 19.442102170278048], [-99.21552793476826, 19.44208421409091], [-99.21525663068763, 19.44207389483231], [-99.21441739672589, 19.442027515449446], [-99.21262029669576, 19.44189678322925], [-99.21168998900262, 19.441822995895244], [-99.20980772033667, 19.441119406244457], [-99.20830372487175, 19.440506310785402], [-99.20776327906547, 19.440336318756632], [-99.20622457755405, 19.440278663291327], [-99.20492585967014, 19.44022184905853], [-99.2042477037677, 19.440192181709897], [-99.20247463082494, 19.4400864812977], [-99.20215873860182, 19.440105699551633], [-99.20189379670185, 19.44014413604044], [-99.20157790400656, 19.440221008866416], [-99.20078307905794, 19.440557327700073], [-99.2002022441262, 19.440787946501057], [-99.19996787319295, 19.440855210396993], [-99.19977426160699, 19.440903255782718], [-99.19960103032997, 19.440932082612118], [-99.19929532750258, 19.44098012874539], [-99.19908133612579, 19.44101856482195], [-99.19832727117927, 19.441018564526946], [-99.19188062912954, 19.44070703523951], [-99.19116650394872, 19.440672524836344], [-99.19072833074715, 19.44055895525869]]}"
